flow_id,source,destination,source_tor,destination_tor,lane,tor_offset,bytes,start_ns,start_ms,start_superslice,completed,finish_ms,fct_ms,flow_goodput_gbps,total_data_hops,data_hops_per_nominal_packet,unfinished_marker,generated,delivered,queue_arrivals,queue_transmissions,dropped,overflow,timeout,shaping,tentative,shaping_checks,shaping_admitted,waste_hops,topology,path_hops_min,path_hops_max,path_hops_sum,last_credit_path_hops,mean_credit_path_hops,credit_drop_ratio,credit_delivery_ratio,waste_link_bytes
13,13,127,2,21,1,19,33554432,600500,0.6005,11,True,11.069122,10.468622,25.64190931719571,58286,2.494372405529165,False,82897,23332,253673,194108,59565,0,0,843,58722,1884,1041,29660,0,1,5,241378,3,2.911782091028626,0.718542287416915,0.28145771258308505,1898240
14,14,236,2,39,2,37,33554432,1091000,1.091,20,True,17.294395,16.203395,16.56661804516893,56866,2.433602944323191,False,128273,23351,365538,260616,104922,0,0,657,104265,1621,964,52071,0,1,5,411308,4,3.206504876318477,0.8179585727315959,0.1820414272684041,3332544
15,15,345,2,57,3,55,33554432,1581500,1.5815,29,True,11.291502,9.710002,27.645252390267274,53787,2.3018359224547438,False,76857,23344,228033,174520,53513,0,0,833,52680,2023,1190,20621,0,1,5,213664,2,2.780020037211965,0.6962670934332592,0.30373290656674085,1319744
16,16,454,2,75,4,73,33554432,2072000,2.072,38,True,15.267710999999998,13.195711,20.3426292073235,55766,2.3865280095861685,False,104434,23370,300240,219176,81064,0,0,536,80528,1439,903,35672,0,1,5,320074,1,3.0648447823505753,0.776222303081372,0.22377769691862803,2283008
17,17,563,2,93,5,91,33554432,2562500,2.5625,47,True,17.646879,15.084379,17.795592115525604,56863,2.4334745581375445,False,119409,23344,341057,244992,96065,0,0,667,95398,1701,1034,45441,0,1,5,374969,4,3.1402071870629515,0.804503848118651,0.19549615188134897,2908224
18,18,24,3,4,0,1,33554432,164500,0.1645,3,True,10.896632,10.732132,25.012314049063132,57743,2.471134505927162,False,84927,23370,254576,193019,61557,17,0,896,60644,2030,1134,27016,0,1,5,255236,2,3.005357542359909,0.7248224946130206,0.2751775053869794,1729024
19,19,133,3,22,1,19,33554432,655000,0.655,12,True,19.465707000000002,18.810707,14.27035443165427,62715,2.683913210938503,False,148887,23363,433687,308163,125524,70,0,466,124988,987,521,73254,0,1,5,511772,3,3.43731823463432,0.8430823376117458,0.1569176623882542,4688256
20,20,242,3,40,2,37,33554432,1145500,1.1455,21,True,14.253765,13.108265,20.47833607269917,56567,2.420807121153764,False,103759,23350,298590,218181,80409,0,0,1021,79388,2314,1293,34623,0,1,5,309711,2,2.9849073333397587,0.7749592806407155,0.2250407193592845,2215872
21,21,351,3,58,3,55,33554432,1636000,1.636,30,True,17.031304,15.395304,17.436190672168603,56132,2.4021911242350322,False,121861,23346,333233,234718,98515,10,0,982,97523,2171,1189,33363,0,1,5,364753,3,2.993188961193491,0.8084210699075176,0.19157893009248242,2135232
22,22,460,3,76,4,73,33554432,2126500,2.1265,39,True,19.491232,17.364732,15.45865815838678,58835,2.5178670775024607,False,137457,23360,391215,277118,114097,3,0,829,113265,2492,1663,57449,0,1,5,443026,3,3.2230151974799393,0.830055944768182,0.16994405523181794,3676736
