flow_id,source,destination,source_tor,destination_tor,lane,tor_offset,bytes,start_ns,start_ms,start_superslice,completed,finish_ms,fct_ms,flow_goodput_gbps,total_data_hops,data_hops_per_nominal_packet,unfinished_marker,generated,delivered,queue_arrivals,queue_transmissions,dropped,overflow,timeout,shaping,tentative,shaping_checks,shaping_admitted,waste_hops,topology,path_hops_min,path_hops_max,path_hops_sum,last_credit_path_hops,mean_credit_path_hops,credit_drop_ratio,credit_delivery_ratio,waste_link_bytes
88,88,526,14,87,4,73,33554432,2726000,2.726,50,True,19.075823,16.349823,16.418248442200262,60251,2.578465357127573,False,129427,23350,367374,261297,106077,46,0,973,105058,2657,1684,48344,0,1,5,411566,2,3.179908365333354,0.8195894210636111,0.18041057893638884,3094016
89,89,635,14,105,5,91,33554432,3216500,3.2165,59,True,14.052051,10.835551,24.773586133275547,52702,2.2554029186459537,False,85762,23355,249849,187442,62407,24,0,815,61568,1950,1135,25649,0,1,5,254377,2,2.9660805484946713,0.7276765933630279,0.2723234066369721,1641536
90,90,96,15,16,0,1,33554432,818500,0.8185,15,True,17.383226,16.564726,16.205245773458614,59918,2.56421449052082,False,131128,23348,366081,258301,107780,0,0,749,107031,1625,876,43926,0,1,4,418435,3,3.191042340308706,0.8219449698005002,0.17805503019949973,2811264
91,91,205,15,34,1,19,33554432,1309000,1.309,24,True,14.882126999999999,13.573127,19.77697961567736,54960,2.352034921042496,False,107436,23335,309222,225121,84101,21,0,635,83445,2009,1374,39443,0,1,4,333170,4,3.1011020514538887,0.7828009233404073,0.21719907665959268,2524352
92,92,314,15,52,2,37,33554432,1799500,1.7995,33,True,16.854685,15.055185,17.83010012829467,59892,2.5631018102452177,False,119177,23337,335687,239847,95840,0,0,1056,94784,2433,1377,37575,0,1,5,371308,3,3.1156011646542536,0.8041820149861131,0.19581798501388692,2404800
93,93,423,15,70,3,55,33554432,2290000,2.29,42,True,18.466573999999998,16.176574,16.594085743990046,55336,2.3681259896435143,False,128070,23351,351377,246658,104719,24,0,973,103722,3098,2125,39976,0,1,5,393774,2,3.0746779105176856,0.8176700242055126,0.1823299757944874,2558464
94,94,532,15,88,4,73,33554432,2780500,2.7805,51,True,19.790228,17.009728,15.781290329863005,58160,2.4889801857320153,False,134640,23356,388691,277407,111284,0,0,323,110961,773,450,61246,0,1,4,433287,3,3.218114973262032,0.8265300059417706,0.17346999405822935,3919744
95,95,641,15,106,5,91,33554432,3271000,3.271,60,True,17.815161,14.544161,18.456578966638226,53987,2.310395001497839,False,115133,23361,322312,230540,91772,0,0,1302,90470,2743,1441,37998,0,1,4,344113,3,2.9888303092944684,0.7970955329922785,0.2029044670077215,2431872
96,96,102,16,17,0,1,33554432,873000,0.873,16,True,16.433101,15.560101,17.251524010030526,53833,2.303804510634656,False,123175,23347,353888,254060,99828,0,0,710,99118,1814,1104,53747,0,1,5,390030,2,3.166470468845139,0.8104566673432109,0.18954333265678913,3439808
97,97,211,16,35,1,19,33554432,1363500,1.3635,25,True,12.979064,11.615564,23.109980367720414,56568,2.4208499165489794,False,91948,23363,272064,203479,68585,0,0,952,67633,2173,1221,31678,0,1,5,273595,2,2.97554052290425,0.745910732152956,0.254089267847044,2027392
98,98,320,16,53,2,37,33554432,1854000,1.854,34,True,18.435375,16.581375,16.188974436679707,53406,2.285530876877648,False,131240,23331,367075,259166,107909,0,0,883,107026,1845,962,51259,0,1,4,407525,3,3.1051889667784214,0.822226455348979,0.17777354465102102,3280576
99,99,429,16,71,3,55,33554432,2344500,2.3445,43,True,19.504343,17.159843,15.643234964329219,61387,2.6270809260923524,False,135823,23385,392285,279847,112438,0,0,1004,111434,2625,1621,59192,0,1,5,449223,4,3.307414797199296,0.8278273930041303,0.17217260699586961,3788288
100,100,538,16,89,4,73,33554432,2835000,2.835,52,True,19.068371000000003,16.233371,16.536026682320017,54381,2.327256387212736,False,128515,23360,371461,266306,105155,0,0,649,104506,1817,1168,60074,0,1,4,406690,3,3.1645333229584094,0.8182313348636346,0.18176866513636541,3844736
101,101,647,16,107,5,91,33554432,3325500,3.3255,61,True,17.701019000000002,14.375519,18.67309667219667,53710,2.2985406770231522,False,113813,23335,321062,230584,90478,9,0,981,89488,2218,1237,39866,0,1,5,340542,3,2.9921186507692443,0.7949706975477318,0.2050293024522682,2551424
102,102,108,17,18,0,1,33554432,927500,0.9275,17,True,16.748086,15.820586,16.967478701484257,57420,2.4573115932725638,False,125214,23350,353875,252011,101864,0,0,1111,100753,2739,1628,46168,0,1,4,389591,1,3.1114012810069163,0.8135192550353795,0.18648074496462058,2954752
103,103,217,17,36,1,19,33554432,1418000,1.418,26,True,19.42196,18.00396,14.909800732727689,58709,2.512474857705311,False,142511,23340,398586,279415,119171,0,0,813,118358,1953,1140,55006,0,1,5,456079,1,3.2003073446961987,0.8362231687378519,0.16377683126214818,3520384
104,104,326,17,54,2,37,33554432,1908500,1.9085,35,True,18.76951,16.86101,15.920484953155238,58151,2.488595027175076,False,133473,23363,394766,284656,110110,0,0,737,109373,2009,1272,69725,0,1,5,430611,3,3.2262030523027128,0.8249608535059525,0.17503914649404748,4462400
105,105,435,17,72,3,55,33554432,2399000,2.399,44,True,18.722718,16.323718,16.444504615921446,56716,2.4271836350408695,False,129215,23355,361884,256024,105860,0,0,1152,104708,3299,2147,46764,0,1,5,398219,2,3.0818326045737723,0.8192547304879464,0.18074526951205355,2992896
106,106,544,17,90,4,73,33554432,2889500,2.8895,53,True,15.667356999999999,12.777857,21.0078619599515,57206,2.4481533786964524,False,101154,23338,296039,218223,77816,0,0,968,76848,2810,1842,36645,0,1,5,306668,4,3.0316942483737668,0.7692824801787373,0.23071751982126262,2345280
107,107,5,17,0,5,91,33554432,3380000,3.38,62,True,19.110192,15.730192,17.064982805041414,59754,2.557196045705482,False,124523,23356,352636,251469,101167,0,0,1197,99970,2668,1471,43913,0,1,5,381305,3,3.0621250692643125,0.81243625675578,0.18756374324421995,2810432
108,108,114,18,19,0,1,33554432,982000,0.982,18,True,16.122092,15.140092,17.730107320351816,59568,2.5492361021954038,False,119856,23339,339594,243077,96517,2,0,940,95575,2408,1468,40389,0,1,4,369836,4,3.0856694700307035,0.805274662928848,0.19472533707115205,2584896
109,109,223,18,37,1,19,33554432,1472500,1.4725,27,True,12.727826,11.255326,23.84963847337696,52510,2.2471862027645826,False,89066,23379,261719,196032,65687,29,0,863,64795,2030,1167,31120,0,1,5,258956,1,2.907461882199717,0.7375092627938832,0.2624907372061168,1991680
110,110,332,18,55,2,37,33554432,1963000,1.963,36,True,17.094515,15.131515,17.74015728101251,57117,2.444344588522275,False,119759,23360,332775,236376,96399,0,0,1206,95193,2983,1777,36218,0,1,5,363868,1,3.0383353234412445,0.8049415910286492,0.1950584089713508,2317952
111,111,441,18,73,3,55,33554432,2453500,2.4535,45,True,18.018722,15.565222,17.245848212123153,55276,2.365558265930586,False,123198,23342,339648,239792,99856,0,0,1210,98646,3699,2489,38054,0,1,5,376068,3,3.052549554375883,0.8105326385168591,0.18946736148314097,2435456
112,112,550,18,91,4,73,33554432,2944000,2.944,54,True,19.804638,16.860638,15.92083621034981,62901,2.691873154448581,False,133466,23362,381046,270942,110104,0,0,674,109430,1893,1219,51231,0,1,4,432754,3,3.2424287833605563,0.824959165630198,0.17504083436980206,3278784
113,113,11,18,1,5,91,33554432,3434500,3.4345,63,True,19.558161,16.123661,16.64854253633837,57267,2.4507638978045962,False,127607,23360,356893,252646,104247,0,0,984,103263,2721,1737,44403,0,1,4,397851,4,3.117783507174371,0.816937942275894,0.18306205772410605,2841792
114,114,120,19,20,0,1,33554432,1036500,1.0365,19,True,15.975097,14.938597,17.96925481020741,57463,2.459151795266829,False,118248,23357,326898,232007,94891,0,0,1433,93458,3056,1623,33013,0,1,4,356862,3,3.017911508017049,0.8024744604559908,0.1975255395440092,2112832
115,115,229,19,38,1,19,33554432,1527000,1.527,28,True,19.510132000000002,17.983132,14.927069211303126,59730,2.5561689562203105,False,142372,23361,407259,288248,119011,57,0,482,118472,1120,638,62847,0,1,4,468085,3,3.287760233753828,0.8359157699547664,0.16408423004523362,4022208
116,116,338,19,56,2,37,33554432,2017500,2.0175,37,True,18.486606000000002,16.469106,16.299333795046312,58620,2.508666067531134,False,130347,23361,376370,269384,106986,0,0,1167,105819,2892,1725,57181,0,1,5,412823,1,3.167107796880634,0.8207783838523326,0.17922161614766738,3659584
117,117,447,19,74,3,55,33554432,2508000,2.508,46,True,16.663053,14.155053,18.963931537381033,56381,2.4128471776436857,False,112051,23346,318467,229762,88705,0,0,870,87835,2782,1912,38028,0,1,5,343622,2,3.0666571471919037,0.7916484457970031,0.20835155420299684,2433792
118,118,556,19,92,4,73,33554432,2998500,2.9985,55,True,18.659860000000002,15.66136,17.13998375619997,59504,2.5464971969016132,False,123973,23335,352013,251375,100638,41,0,673,99924,1537,864,44703,0,1,5,395620,3,3.1911787243996677,0.8117735313334355,0.1882264686665645,2860992
119,119,17,19,2,5,91,33554432,3489000,3.489,64,True,18.811426,15.322426,17.519122363521287,57665,2.467796465100355,False,121298,23369,338346,240417,97929,0,0,1032,96897,2389,1357,38082,0,1,5,391519,3,3.227744892743491,0.8073422480172797,0.19265775198272025,2437248
120,120,126,20,21,0,1,33554432,1091000,1.091,20,True,17.921535000000002,16.830535,15.949312128224088,61966,2.6518594599221124,False,133211,23343,377856,267988,109868,12,0,886,108970,1857,971,49575,0,1,4,428673,1,3.218000015013775,0.8247667234687827,0.1752332765312174,3172800
121,121,235,20,39,1,19,33554432,1581500,1.5815,29,True,17.865357999999997,16.283858,16.48475785038165,59415,2.5426884067274362,False,128890,23354,365489,259953,105536,0,0,911,104625,2429,1518,48336,0,1,5,420334,3,3.26118395531073,0.8188067344247032,0.18119326557529677,3093504
122,122,344,20,57,2,37,33554432,2072000,2.072,38,True,18.189218,16.117218,16.65519793800642,59501,2.546368810715967,False,127567,23338,361830,257601,104229,0,0,464,103765,897,433,47326,0,1,5,409423,3,3.2094742370675804,0.81705299960021,0.18294700039978992,3028864
123,123,453,20,75,3,55,33554432,2562500,2.5625,47,True,18.748601,16.186101,16.58431860767457,60235,2.5777806308041256,False,128132,23360,374312,269540,104772,0,0,733,104039,1986,1253,57796,0,1,5,416787,3,3.252793993694003,0.8176880092404708,0.18231199075952922,3698944
124,124,562,20,93,4,73,33554432,3053000,3.053,56,True,18.070049,15.017049,17.875379909861117,57480,2.4598793169854924,False,118872,23328,332888,237344,95544,36,0,1194,94314,2984,1790,37743,0,1,5,368273,3,3.0980634632209436,0.803755299818292,0.19624470018170806,2415552
125,125,23,20,3,5,91,33554432,3543500,3.5435,65,True,19.683602,16.140102,16.631583617005646,57600,2.4650147644113494,False,127748,23366,366590,262208,104382,0,0,717,103665,1513,796,53500,0,1,5,408693,3,3.199212512133262,0.8170930268967029,0.18290697310329712,3424000
126,126,132,21,22,0,1,33554432,1145500,1.1455,21,True,14.337331,13.191831,20.34861241021053,59978,2.5667822142337484,False,104422,23342,304677,223597,81080,0,0,1120,79960,2884,1764,35974,0,1,4,317123,3,3.0369366608569077,0.7764647296546705,0.22353527034532952,2302336
127,127,241,21,40,1,19,33554432,1636000,1.636,30,True,17.283735,15.647735,17.154908106508707,57097,2.4434886806179654,False,123871,23350,353242,252721,100521,0,0,699,99822,1546,847,48434,0,1,5,406191,4,3.2791452398059273,0.8114974449225404,0.1885025550774596,3099776
128,128,350,21,58,2,37,33554432,2126500,2.1265,39,True,14.867518,12.741018,21.068603466379216,54242,2.321307827277785,False,100850,23333,284590,207073,77517,0,0,862,76655,2040,1178,28794,0,1,5,311146,3,3.0852354982647494,0.7686365889935548,0.23136341100644522,1842816
129,129,459,21,76,3,55,33554432,2617000,2.617,48,True,16.991351,14.374351,18.67461397039769,53548,2.2916078229982455,False,113779,23343,323318,232882,90436,19,0,1061,89356,2483,1422,42230,0,1,5,346435,4,3.0448061593088354,0.7948391179391627,0.20516088206083724,2702720
130,130,568,21,94,4,73,33554432,3107500,3.1075,57,True,15.469043,12.361543,21.715368057207744,56558,2.4204219625968246,False,97825,23354,283409,208938,74471,13,0,972,73486,2983,2011,31229,0,1,5,299610,2,3.062714030155891,0.7612675696396627,0.23873243036033734,1998656
131,131,29,21,4,5,91,33554432,3598000,3.598,66,True,17.548294,13.950294,19.242279481708415,56261,2.4077117302178284,False,110425,23365,313431,226371,87060,0,0,1157,85903,2748,1591,36329,0,1,5,339898,3,3.078089200815033,0.7884084220058863,0.21159157799411366,2325056
132,132,138,22,23,0,1,33554432,1200000,1.2,22,True,13.622860999999999,12.422861,21.60818317133227,56229,2.4063422775709333,False,98331,23343,282619,207631,74988,37,0,789,74162,1814,1025,29803,0,1,5,287663,3,2.9254558582746033,0.7626079262897764,0.23739207371022364,1907392
133,133,247,22,41,1,19,33554432,1690500,1.6905,31,True,19.047975,17.357475,15.465121280601009,58270,2.4936876792057174,False,137372,23350,399628,285606,114022,0,0,822,113200,2174,1352,66668,0,1,5,446205,3,3.2481510060274292,0.8300235855924061,0.16997641440759398,4266752
134,134,356,22,59,2,37,33554432,2181000,2.181,40,True,17.550974,15.369974,17.464925835268165,52953,2.266144562845038,False,121653,23346,335521,237214,98307,20,0,738,97549,1814,1076,39325,0,1,5,380058,4,3.124115311582945,0.8080935118739365,0.19190648812606348,2516800
135,135,465,22,77,3,55,33554432,2671500,2.6715,49,True,19.895688999999997,17.224189,15.584795080917889,60937,2.6078229982453887,False,136361,23365,389254,276258,112996,0,0,373,112623,820,447,55510,0,1,5,447919,3,3.2848028395215643,0.8286533539648433,0.17134664603515667,3552640
136,136,574,22,95,4,73,33554432,3162000,3.162,58,True,18.777697,15.615697,17.190104034421264,59948,2.565498352377284,False,123596,23361,344512,244277,100235,0,0,624,99611,1195,571,37434,0,1,5,395766,3,3.202093918897052,0.8109890287711576,0.18901097122884236,2395776
137,137,35,22,5,5,91,33554432,3652500,3.6525,67,True,18.819693,15.167193,17.69842686118651,58232,2.4920614541875294,False,120034,23353,332329,235648,96681,0,0,675,96006,1954,1279,34141,0,1,4,364671,2,3.038064215139044,0.8054467900761451,0.19455320992385491,2185024
138,138,144,23,24,0,1,33554432,1254500,1.2545,23,True,14.652562,13.398062,20.03539437270853,54625,2.337698463645312,False,106050,23361,294816,212127,82689,73,0,1645,80971,3656,2011,28187,0,1,5,310842,2,2.931089108910891,0.7797171145685997,0.2202828854314003,1803968
139,139,253,23,42,1,19,33554432,1745000,1.745,32,True,13.484566000000001,11.739566,22.865875620955663,57185,2.4472546753969273,False,92929,23345,271376,201792,69584,68,0,904,68612,2304,1400,28402,0,1,5,285700,3,3.0743901257949617,0.7487867081320148,0.25121329186798524,1817728
140,140,362,23,60,2,37,33554432,2235500,2.2355,41,True,15.993495,13.757995,19.51123372264636,57986,2.4815337869645226,False,108880,23356,317720,232196,85524,0,0,822,84702,2377,1555,42080,0,1,5,344090,2,3.160268185157972,0.7854886113152094,0.21451138868479058,2693120
141,141,471,23,78,3,55,33554432,2726000,2.726,50,True,17.697753,14.971753,17.92946063163078,57732,2.470663756579792,False,118516,23340,336729,241553,95176,0,0,919,94257,2439,1520,41980,0,1,5,369933,2,3.121376016740356,0.8030645651220089,0.19693543487799114,2686720
142,142,580,23,96,4,73,33554432,3216500,3.2165,59,True,17.100411,13.883911,19.334282393484084,55179,2.361407112594685,False,109913,23343,306144,219574,86570,0,0,1093,85477,3072,1979,31227,0,1,5,322078,2,2.9302994186310993,0.787622938141985,0.21237706185801497,1998528
143,143,41,23,6,5,91,33554432,3707000,3.707,68,True,16.514707,12.807707,20.958900449549635,54819,2.3460007703171137,False,101370,23376,286384,208390,77994,5,0,786,77203,2214,1428,28840,0,1,5,297636,2,2.936134951168985,0.7693992305415803,0.23060076945841965,1845760
144,144,150,24,25,0,1,33554432,1309000,1.309,24,True,17.965009000000002,16.656009,16.116433174357674,59467,2.544913767278641,False,131864,23343,372054,263533,108521,0,0,1007,107514,2648,1641,48966,0,1,5,419628,1,3.182278711399624,0.8229767032700358,0.1770232967299642,3133824
145,145,259,24,43,1,19,33554432,1799500,1.7995,33,True,15.121276,13.321776,20.15012532863486,57196,2.4477254247442977,False,105460,23345,294963,212848,82115,0,0,1051,81064,2468,1417,26975,0,1,4,317878,2,3.014204437701498,0.7786364498388014,0.22136355016119855,1726400
146,146,368,24,61,2,37,33554432,2290000,2.29,42,True,19.727750999999998,17.437751,15.393926430076906,61775,2.643685539435957,False,138035,23376,394566,279907,114659,0,0,631,114028,1620,989,56599,0,1,5,472771,5,3.4250081501068568,0.8306516463215851,0.1693483536784149,3622336
147,147,477,24,79,3,55,33554432,2780500,2.7805,51,True,18.362164,15.581664,17.227650140575488,59413,2.542602815937005,False,123311,23354,343029,243072,99957,14,0,1065,98878,3124,2059,37090,0,1,5,379943,1,3.0811768617560475,0.8106089481068194,0.18939105189318065,2373760
148,148,586,24,97,4,73,33554432,3271000,3.271,60,True,15.97223,12.70123,21.134603184101067,57142,2.445414473402662,False,100530,23330,286988,209788,77200,0,0,816,76384,2630,1814,28900,0,1,5,300291,3,2.9870784840346167,0.7679299711528896,0.2320700288471103,1849600
149,149,47,24,7,5,91,33554432,3761500,3.7615,69,True,17.332616,13.571116,19.779910215195272,57628,2.4662130354773826,False,107414,23337,310160,226083,84077,0,0,1148,82929,3174,2026,37797,0,1,4,317935,3,2.9599028059657027,0.7827378181615059,0.21726218183849405,2419008
150,150,156,25,26,0,1,33554432,1363500,1.3635,25,True,13.270257,11.906757,22.54480006604653,54598,2.336542987974494,False,94244,23346,273835,202937,70898,0,0,825,70073,1912,1087,30834,0,1,4,280361,2,2.974841899749586,0.752281312338186,0.247718687661814,1973376
151,151,265,25,44,1,19,33554432,1854000,1.854,34,True,17.915688,16.061688,16.712779877183518,56304,2.409551932212094,False,127126,23348,356754,252976,103778,3,0,992,102783,2197,1205,46320,0,1,5,386663,2,3.041572927646587,0.8163396944763464,0.1836603055236537,2964480
152,152,374,25,62,2,37,33554432,2344500,2.3445,43,True,19.064371,16.719871,16.054876021471696,59370,2.5407626139427397,False,132351,23358,377005,268012,108993,0,0,850,108143,1834,984,53025,0,1,5,414051,1,3.1284312169911823,0.823514744882925,0.17648525511707505,3393600
153,153,483,25,80,3,55,33554432,2835000,2.835,52,True,18.700804,15.865804,16.91912089674119,59587,2.5500492147044977,False,125580,23357,358610,256387,102223,12,0,602,101609,1700,1098,47880,0,1,4,398799,4,3.175656951743908,0.8140070074852683,0.18599299251473164,3064320
154,154,592,25,98,4,73,33554432,3325500,3.3255,61,True,18.449719,15.124219,17.74871522291498,58502,2.5036162108957076,False,119696,23340,336763,240407,96356,7,0,1009,95340,1994,985,39020,0,1,5,385349,1,3.2193974735997863,0.8050060152386045,0.19499398476139554,2497280
155,155,53,25,8,5,91,33554432,3816000,3.816,70,True,19.925929,16.109929,16.66273364705704,58624,2.5088372491119957,False,127531,23361,365967,261797,104170,32,0,495,103643,1568,1073,52269,0,1,4,412381,3,3.2335745818663697,0.8168210082254511,0.18317899177454894,3345216
156,156,162,26,27,0,1,33554432,1418000,1.418,26,True,18.001718,16.583718,16.186687207295734,59823,2.5601489279753498,False,131282,23342,372485,264545,107940,0,0,684,107256,1825,1141,50191,0,1,4,415279,2,3.163259243460642,0.8221995399216953,0.17780046007830472,3212224
157,157,271,26,45,1,19,33554432,1908500,1.9085,35,True,16.250488,14.341988,18.71675363275998,55014,2.3543458723841315,False,113521,23328,323077,232884,90193,16,0,737,89440,1626,889,41182,0,1,5,355203,3,3.1289629231595915,0.7945049814571753,0.20549501854282468,2635648
158,158,380,26,63,2,37,33554432,2399000,2.399,44,True,17.258426,14.859426,18.06499497356089,55338,2.3682115804339454,False,117605,23357,322370,228122,94248,2,0,873,93373,2526,1653,31956,0,1,5,363836,1,3.0937120020407294,0.8013944985332256,0.19860550146677436,2045184
159,159,489,26,81,3,55,33554432,2889500,2.8895,53,True,15.479878,12.590378,21.320682826202678,53397,2.2851457183207087,False,99652,23329,281828,205505,76323,0,0,575,75748,1169,594,29244,0,1,5,297222,3,2.9825994460723315,0.7658953156986312,0.23410468430136877,1871616
160,160,598,26,99,4,73,33554432,3380000,3.38,62,True,18.566494,15.186494,17.675933365528607,57748,2.4713484829032395,False,120203,23362,337513,240672,96841,0,0,873,95968,1726,853,39488,0,1,5,373372,1,3.106178714341572,0.8056454497807874,0.1943545502192125,2527232
161,161,59,26,9,5,91,33554432,3870500,3.8705,71,True,17.820731000000002,13.950231,19.242366380886452,56940,2.436769803569136,False,110415,23346,310768,223699,87069,0,0,1267,85802,2747,1480,33086,0,1,5,329067,4,2.9802744192365167,0.7885613367748947,0.2114386632251053,2117504
162,162,168,27,28,0,1,33554432,1472500,1.4725,27,True,16.616429,15.143929,17.725615063303586,57593,2.464715196644841,False,119863,23338,338066,241541,96525,0,0,1139,95386,3485,2346,40848,0,1,5,373890,2,3.119311213635567,0.8052943777479289,0.1947056222520711,2614272
163,163,277,27,46,1,19,33554432,1963000,1.963,36,True,16.308855,14.345855,18.71170843424808,58268,2.4936020884152863,False,113530,23353,322108,231931,90177,0,0,1000,89177,2375,1375,36892,0,1,5,353826,2,3.116585924425262,0.7943010657975865,0.20569893420241345,2361088
164,164,386,27,64,2,37,33554432,2453500,2.4535,45,True,14.381955,11.928455,22.503790809455207,52805,2.2598108443531477,False,94420,23359,269703,198642,71061,0,0,819,70242,1564,745,28076,0,1,5,275983,2,2.9229294640965895,0.7526053802160559,0.2473946197839441,1796864
165,165,495,27,82,3,55,33554432,2944000,2.944,54,True,19.78454,16.84054,15.939836608564809,56912,2.435571532503103,False,133281,23343,380206,270268,109938,0,0,1158,108780,3079,1921,56837,0,1,5,428706,3,3.216557498818286,0.8248587570621468,0.1751412429378531,3637568
166,166,604,27,100,4,73,33554432,3434500,3.4345,63,True,19.349094,15.914594,16.867251278920467,58731,2.5134163564000516,False,125990,23341,356246,253597,102649,43,0,838,101768,2309,1471,45610,0,1,5,404740,4,3.212477180728629,0.8147392650210334,0.18526073497896658,2919040
167,167,65,27,10,5,91,33554432,3925000,3.925,72,True,17.826279,13.901279,19.310126499870982,55417,2.3715924166559677,False,110019,23337,314602,227920,86682,0,0,1489,85193,4095,2606,39240,0,1,5,335227,3,3.046991883220171,0.7878820930930112,0.21211790690698878,2511360
168,168,174,28,29,0,1,33554432,1527000,1.527,28,True,15.069915,13.542915,19.821098781170818,59945,2.565369966191638,False,107213,23332,309108,225227,83881,0,0,1102,82779,2857,1755,34809,0,1,4,336539,2,3.1389756839189276,0.7823771371009113,0.21762286289908872,2227776
169,169,283,28,47,1,19,33554432,2017500,2.0175,37,True,19.241653999999997,17.224154,15.58482674969116,58947,2.522660161766594,False,136348,23351,383128,270131,112997,39,0,774,112184,2305,1531,51601,0,1,5,431421,2,3.1641168187285476,0.8287396954850823,0.17126030451491772,3302464
170,170,392,28,65,2,37,33554432,2508000,2.508,46,True,18.267479,15.759479,17.033269691212507,53021,2.26905464971969,False,124756,23357,352922,251523,101399,2,0,1013,100384,2683,1670,50422,0,1,5,379879,3,3.044975792747443,0.8127785437173363,0.18722145628266376,3227008
171,171,501,28,83,3,55,33554432,2998500,2.9985,55,True,19.129582,16.131082,16.640883481963577,59096,2.5290366756536997,False,127697,23347,353085,248735,104350,5,0,1110,103235,3224,2114,38679,0,1,5,394292,4,3.087715451420159,0.8171687666898988,0.18283123331010126,2475456
172,172,610,28,101,4,73,33554432,3489000,3.489,64,True,16.696441,13.207441,20.324562191873504,55039,2.3554157572645185,False,104555,23345,289642,208432,81210,5,0,1345,79860,2970,1625,25580,0,1,5,308759,2,2.9530773277222515,0.7767203863995027,0.22327961360049733,1637120
173,173,71,28,11,5,91,33554432,3979500,3.9795,73,True,17.002496,13.022996,20.612419446339384,53940,2.3083836179227113,False,103107,23368,290057,210318,79739,0,0,1200,78539,2594,1394,29944,0,1,5,305014,2,2.958227860378054,0.7733616534279922,0.2266383465720077,1916416
174,174,180,29,30,0,1,33554432,1581500,1.5815,29,True,17.861549,16.280049,16.488614745569866,57024,2.4403646167672357,False,128882,23357,361416,255891,105525,0,0,479,105046,1048,569,46721,0,1,5,413200,1,3.206033425924489,0.8187722102388231,0.1812277897611769,2990144
175,175,289,29,48,1,19,33554432,2072000,2.072,38,True,16.664726,14.592726,18.395154955969158,56033,2.3979543801087004,False,115492,23335,326302,234145,92157,0,0,775,91382,1910,1135,39425,0,1,5,360262,3,3.1193675752433068,0.7979513732552904,0.20204862674470958,2523200
176,176,398,29,66,2,37,33554432,2562500,2.5625,47,True,16.877889,14.315389,18.751530677929885,56657,2.4246587067231564,False,113325,23334,320528,230537,89991,1,0,879,89111,2232,1353,37275,0,1,5,360139,4,3.17793073020075,0.79409662475182,0.20590337524818,2385600
177,177,507,29,84,3,55,33554432,3053000,3.053,56,True,19.399126000000003,16.346126,16.421961754118374,63018,2.696880215688792,False,129396,23358,370048,264010,106038,0,0,749,105289,1646,897,48268,0,1,4,404164,3,3.1234659494883923,0.8194843735509598,0.18051562644904015,3089152
178,178,616,29,102,4,73,33554432,3543500,3.5435,65,True,19.153201,15.609701,17.19670709900209,58124,2.487439551504258,False,123545,23363,359700,259518,100182,0,0,924,99258,2160,1236,54501,0,1,5,393076,3,3.1816423165648144,0.8108948156542151,0.18910518434578494,3488064
179,179,77,29,12,5,91,33554432,4034000,4.034,74,True,16.660951999999998,12.626952,21.258927411777602,56876,2.4340308982753456,False,99960,23331,284199,207570,76629,0,0,829,75800,1810,981,27469,0,1,5,313154,4,3.132793117246899,0.7665966386554622,0.23340336134453782,1758016
180,180,186,30,31,0,1,33554432,1636000,1.636,30,True,13.888119999999999,12.25212,21.90930679751749,55055,2.3561004835879658,False,96988,23336,276452,202800,73652,13,0,1039,72600,2121,1082,27476,0,1,5,294445,3,3.035891038066565,0.7593929145873717,0.24060708541262837,1758464
181,181,295,30,49,1,19,33554432,2126500,2.1265,39,True,15.644974,13.518474,19.856934739823444,53539,2.2912226644413063,False,107007,23374,301237,217604,83633,0,0,726,82907,1679,953,33662,0,1,5,336171,4,3.1415795228349546,0.7815656919640771,0.2184343080359229,2154368
182,182,404,30,67,2,37,33554432,2617000,2.617,48,True,14.926644,12.309644,21.806922767222186,55745,2.3856293062866434,False,97424,23345,276535,202456,74079,0,0,1140,72939,3048,1908,25975,0,1,4,285821,3,2.9337842831335195,0.7603773197569388,0.23962268024306127,1662400
183,183,513,30,85,3,55,33554432,3107500,3.1075,57,True,17.473803,14.366303,18.68507548532145,57164,2.446355972097402,False,113714,23343,324864,234493,90371,0,0,711,89660,1666,955,40363,0,1,4,354246,2,3.115236470443393,0.794721846034789,0.20527815396521096,2583232
184,184,622,30,103,4,73,33554432,3598000,3.598,66,True,19.537222,15.939222,16.841189362943812,59304,2.5379381178585185,False,126165,23359,358209,255403,102806,0,0,592,102214,1498,906,46561,0,1,5,395347,3,3.1335711171878096,0.814853564776285,0.185146435223715,2979904
185,185,83,30,13,5,91,33554432,4088500,4.0885,75,True,17.558282,13.469782,19.928715698591112,56199,2.405058415714469,False,106617,23346,304595,221324,83271,0,0,1319,81952,3025,1706,35247,0,1,5,329701,2,3.0923867675886583,0.7810292917639776,0.2189707082360224,2255808
186,186,192,31,32,0,1,33554432,1690500,1.6905,31,True,16.559563999999998,14.869064,18.053285398462204,56853,2.4330466041853898,False,117700,23339,335176,240815,94361,32,0,712,93617,1895,1183,42981,0,1,5,367430,2,3.121750212404418,0.8017077315208156,0.19829226847918438,2750784
187,187,301,31,50,1,19,33554432,2181000,2.181,40,True,16.193319,14.012319,19.157104259473396,55177,2.361321521804254,False,110912,23343,314657,227088,87569,0,0,754,86815,2103,1349,37722,0,1,5,348190,1,3.1393356895556837,0.7895358482400462,0.21046415175995384,2414208
