offered_flows,completed_flows,incomplete_flows,completion_ratio,unfinished_markers,flow_size_bytes,offered_bytes,completed_bytes,simulation_time_s,start_span_ms,active_makespan_ms,topology_cycles_in_makespan,simulation_throughput_gbps,active_makespan_throughput_gbps,mean_sampled_goodput_gbps,mean_sampled_input_gbps,mean_fct_ms,median_fct_ms,p95_fct_ms,p99_fct_ms,max_fct_ms,flow_goodput_jain,tor_goodput_jain,mean_credit_path_hops,min_credit_path_hops,max_credit_path_hops,generated_credits,credits_left_endpoints,delivered_credits,credit_drops,credit_drop_ratio,residual_or_unaccounted_credits,endpoint_credit_drops,tor_queue_credit_drops,topology_credit_drops,queue_drop_counter_difference,topology_drop_counter_difference,path_conditional_credit_drop_ratio,credit_delivery_ratio,overflow_credit_drops,timeout_credit_drops,shaping_credit_drops,tentative_credit_drops,topology_clipped_credits,topology_wrong_dst_credits,shaping_checks,shaping_admitted,shaping_admission_ratio,credit_waste_hops,credit_waste_hops_per_generated,max_credit_queue_packets,max_uplink_credit_queue_packets,data_queue_drops,topology_clipped_data,topology_wrong_dst_data,known_data_drops,known_data_drops_per_nominal_packet,max_data_queue_packets
648,648,0,1.0,0,33554432,21743271936,21743271936,0.05,5.831499999999999,20.482018,3.479785592932382,3478.92350976,8492.628777496437,8525.853529411765,8526.222,13.98045088425926,14.001659,16.603664,17.656025,18.810707,0.9817098803386208,0.9959148050725534,3.1142487440862205,1,5,71707948,71707948,15132153,56575795,0.788975233261451,0,0,56575795,0,0,0,0.788975233261451,0.21102476673854897,5604,0,523507,56046684,0,0,1294394,770887,0.5955582303379033,24811839,0.3460123973984027,60,60,610,0,0,610,4.028578870592536e-05,80.0
